MANUFACTURER	MODEL	PUMP	VENTING TYPE	CAPACITY RANGE	CAPACITY RANGE	CAPACITY AT 45 RISE	BTU/HR INPUT	ENERGY FACTOR	THERMAL EFFICIENCY	WIDTH	HEIGHT	DEPTH	OPERATING WEIGHT	WATER CONN	GAS CONN	COMBUSTION AIR	EXHAUST AIR	ELECTRIC SUPPLY	ELECTRIC POWER	
RHEEM	RTG-84XLP-1	recirc pump	Outdoor	0.26	8.4	6.7	180000	0.81		13.875	23.625	8.875	54	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/tankless-84-outdoor-propane-gas-econet-enabled-tankless-water-heater-with-12-year-limited-warranty-rtg-84xlp-1
RHEEM	RTGH-90XLP-2	external	Outdoor	0.26	9	7.7	180000	0.93		18.5	27.5	9.75	82	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/professional-prestige-90-outdoor-propane-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-rtgh-90xlp-2
RHEEM	RTGH-90DVLP-2	recirc pump	Indoor Direct Vent	0.26	9	7.7	180000	0.93		18.5	27.5	9.75	82	0.75	0.75	2 or 3	2 or 3	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/professional-prestige-90-direct-vent-indoor-propane-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-rtgh-90dlvp-2
RHEEM	RTG-70DVLP-1	external	Indoor Direct Vent	0.26	7	6	160000	0.82		13.875	25.625	9.875	54	0.75	0.75	3 by 5	3 by 5	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/tankless-64-direct-vent-indoor-propane-gas-econet-enabled-tankless-water-heater-with-12-year-limited-warranty-rtg-64dvlp-1
RHEEM	RTGH-84DVLP-2	recirc pump	Indoor Direct Vent	0.26	8.4	6.7	157000	0.93		18.5	27.5	9.75	82	0.75	0.75	2 or 3	2 or 3	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/professional-prestige-series-8_4-gpm-indoor-tankless-propane-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-rtgh-84dvlp-2
RHEEM	RTGH-84XLP-2	external	Outdoor	0.26	8.4	6.7	157000	0.93		18.5	27.5	9.75	82	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/professional-prestige-tankless-h84-outdoor-propane-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-rtgh-84xlp-2
RHEEM	RTG-70XLP-1	recirc pump	Outdoor	0.26	7	6	160000	0.81		13.875	23.625	8.875	54	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/tankless-70-outdoor-propane-gas-econet-enabled-tankless-water-heater-with-12-year-limited-warranty-rtg-64xlp-1
RHEEM	ECO180XLP3-1	external	Outdoor	0.26	8.4	6.7	180000	0.81		13.875	23.625	8.875	54	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-mid-efficiency-95-outdoor-propane-gas-econet-enabled-tankless-water-heater-with-12-year-limited-warranty-eco180xlp3-1
RHEEM	ECO180DVLP3-1	recirc pump	Indoor Direct Vent	0.26	8.4	6.7	180000	0.82		13.875	25.625	9.875	54	0.75	0.75	3 by 5	3 by 5	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-mid-efficiency-95-outdoor-propane-gas-econet-enabled-tankless-water-heater-with-12-year-limited-warranty-eco180dvlp3-1
RHEEM	ECOH200DVLN-2	external	Indoor Direct Vent	0.26	N/A	8.5	199900	0.93		18.5	27.5	9.75	82	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-condensing-94-direct-vent-indoor-electric-high-efficiency-tankless-water-heater-with-0-year-limited-warrantycecoh200dvln
RHEEM	ECOH200DVELN-2	recirc pump	Indoor Direct Vent	0.26	N/A	8.5	199900	0.93		18.5	27.5	9.75	82	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	unknown	https://images.thdstatic.com/catalog/pdfImages/3f/3f0d73f1-6c74-487b-8a1f-0d42d3d334cc.pdf
RHEEM	ECOH200XLN-2	external	Outdoor	0.26	N/A	8.5	199900	0.93		18.5	27.5	9.75	82	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-platinum-condensing-84-direct-vent-indoor-natural-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-ecoh200xln-2
RHEEM	ECOH200XELN-2	recirc pump	Outdoor	0.26	N/A	8.5	199900	0.93		18.5	27.5	9.75	82	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-condensing-94-direct-vent-indoor-electric-high-efficiency-tankless-water-heater-with-0-year-limited-warrantyecoh200xeln-2
RHEEM	ECOH180DVLN-2	external	Indoor Direct Vent	0.26	N/A	7.7	180000	0.93		18.5	27.5	9.75	82	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-platinum-condensing-84-direct-vent-indoor-natural-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-ecoh180dvln-2
RHEEM	ECOH180DVELN-2	recirc pump	Indoor Direct Vent	0.26	N/A	7.7	180000	0.93		18.5	27.5	9.75	82	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	unknown	https://images.thdstatic.com/catalog/pdfImages/3f/3f0d73f1-6c74-487b-8a1f-0d42d3d334cc.pdf
RHEEM	ECOH180XLN-2	external	Outdoor	0.26	N/A	7.7	180000	0.93		18.5	27.5	9.75	82	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-platinum-condensing-84-direct-vent-indoor-natural-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-ecoh180xln-2
RHEEM	ECOH180XELN-2	recirc pump	Outdoor	0.26	N/A	7.7	180000	0.93		18.5	27.5	9.75	82	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-condensing-84-outdoor-natural-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-ecoh180xeln-2
RHEEM	ECOH160DVLN-2	external	Indoor Direct Vent	0.26	N/A	6.7	157000	0.93		18.5	27.5	9.75	82	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-condensing-94-outdoor-natural-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-ecoh160dvln-2
RHEEM	ECOH160XLN-2	recirc pump	Outdoor	0.26	N/A	6.7	157000	0.93		18.5	27.5	9.75	82	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-condensing-84-outdoor-natural-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-ecoh160xln-2
RHEEM	ECOH160DVLP-2	external	Indoor Direct Vent	0.26	N/A	6.7	157000	0.93		18.5	27.5	9.75	82	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-condensing-94-outdoor-propane-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-ecoh160dvlp-2
RHEEM	ECOH200XELP-2	recirc pump	Outdoor	0.26	N/A	8.5	199900	0.93		18.5	27.5	9.75	82	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-condensing-94-direct-vent-indoor-electric-high-efficiency-tankless-water-heater-with-0-year-limited-warrantycecoh200dvlp-1
RHEEM	ECOH200DVELP-1	recirc pump	Indoor Direct Vent	0.26	9.5	8.5	199900	0.93		18.5	27.5	9.75	82	0.75	0.75	2 or 3 or 4	2 or 3 or 4	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-condensing-94-direct-vent-indoor-electric-high-efficiency-tankless-water-heater-with-0-year-limited-warrantyecoh200dvelp-1
RHEEM	ECOH180XELP-2	external	Outdoor	0.26	N/A	7.7	180000	0.93		18.5	27.5	9.75	82	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-condensing-84-outdoor-propane-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-ecoh180xelp-2
RHEEM	ECOH200XELP-2	recirc pump	Outdoor	0.26	N/A	8.5	199900	0.93		18.5	27.5	9.75	82	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-condensing-84-outdoor-propane-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-ecoh200xelp-2
RHEEM	ECOH160XLP-2	external	Outdoor	0.26	N/A	6.7	157000	0.93		18.5	27.5	9.75	82	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-condensing-84-outdoor-propane-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-ecoh160xlp-2
RHEEM	ECO200DVRCLP3-1	recirc pump	Indoor DV w/ Recirc Pump	0.26	9.5	7.4	199900	0.82		13.875	36.75	9.875	80	0.75	0.75	3 by 5	3 by 5	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-mid-efficiency-70-direct-vent-indoor-propane-gas-econet-enabled-tankless-water-heater-with-recirculation-pump-and-12-year-limited-warranty-eco200dvrclp3-1
RHEEM	ECO200DVELP3-1	external	Indoor Direct Vent	0.26	9.5	7.4	199900	0.82		13.875	25.625	9.875	54	0.75	0.75	3 by 5	3 by 5	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-mid-efficiency-70-direct-vent-indoor-propane-gas-econet-enabled-tankless-water-heater-with-12-year-limited-warranty-eco200dvelp3-1
RHEEM	ECO160DVLP3-1	recirc pump	Indoor Direct Vent	0.26	7	6	160000	0.82		13.875	25.625	9.875	54	0.75	0.75	3 by 5	3 by 5	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-mid-efficiency-70-direct-vent-indoor-propane-gas-econet-enabled-tankless-water-heater-with-12-year-limited-warranty-eco160dvlp3-1
RHEEM	ECO200DVLP3-1	external	Indoor Direct Vent	0.26	9.5	7.4	199900	0.82		13.875	25.625	9.875	54	0.75	0.75	3 by 5	3 by 5	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-mid-efficiency-70-direct-vent-indoor-propane-gas-econet-enabled-tankless-water-heater-with-12-year-limited-warranty-eco200dvlp3-1
RHEEM	ECO180XELP3-1	recirc pump	Outdoor	0.26	8.4	6.7	180000	0.81		13.875	23.625	8.875	54	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-mid-efficiency-70-outdoor-propane-gas-econet-enabled-tankless-water-heater-with-12-year-limited-warranty-eco180xelp3-1
RHEEM	ECO200XELP3-1	external	Outdoor	0.26	9.5	7.4	199900	0.81		13.875	23.625	8.875	54	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-mid-efficiency-70-outdoor-propane-gas-econet-enabled-tankless-water-heater-with-12-year-limited-warranty-eco200xelp3-1
RHEEM	ECO160XLP3-1	recirc pump	Outdoor	0.26	7	6	160000	0.81		13.875	23.625	8.875	54	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-mid-efficiency-70-outdoor-propane-gas-econet-enabled-tankless-water-heater-with-12-year-limited-warranty-eco160xlp3-1
RHEEM	ECO200XLP3-1	external	Outdoor	0.26	9.5	7.4	199900	0.81		13.875	23.625	8.875	54	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-mid-efficiency-70-outdoor-propane-gas-econet-enabled-tankless-water-heater-with-12-year-limited-warranty-eco200xlp3-1
RHEEM	ECOH180DVLP-2	recirc pump	Indoor Direct Vent	0.26	N/A	7.7	180000	0.93		18.5	27.5	9.75	82	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-platinum-condensing-84-direct-vent-indoor-propane-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-ecoh180dvlp-2
RHEEM	ECOH180XLP-2	external	Outdoor	0.26	N/A	7.7	180000	0.93		18.5	27.5	9.75	82	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-platinum-condensing-84-direct-vent-indoor-propane-gas-econet-enabled-high-efficiency-tankless-water-with-12-year-limited-warranty-ecoh180xlp-2
RHEEM	ECOH200XLP-2	recirc pump	Outdoor	0.26	N/A	8.5	199900	0.93		18.5	27.5	9.75	82	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-platinum-condensing-84-direct-vent-indoor-propane-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-ecoh200xlp-2
RHEEM	ECOH200DVLP-2	external	Indoor Direct Vent	0.26	N/A	8.5	199900	0.93		18.5	27.5	9.75	82	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	unknown	https://www.rheem.com/product/performance-platinum-condensing-84-direct-vent-indoor-propane-gas-econet-enabled-high-efficiency-tankless-water-heater-with-12-year-limited-warranty-ecoh200dvlp-2
OASMITH	ATI-310C-N	recirc pump	Concentric Vent	0.5	8	6.8	190000	0.81		13.75	20.5	11.5	55	0.75	0.75	3 or 4	3 or 4	120V / 1PH/ 60 HZ	unknown	https://www.hotwater.com/water-heaters/residential/tankless-water-heaters/??f=&s=0&v=350&p=1&st=400
OASMITH	ATI-510C-N	external	Concentric Vent	0.5	10	7.1	199000	0.81		13.75	20.5	11.5	55	0.75	0.75	3 or 4	3 or 4	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Non-Condensing-Concentric-Vent-Indoor-199,000-BTU-ATI-510C-N/"
OASMITH	ATI-240H-N	recirc pump	Power Direct Vent	0.5	6.6	6.6	160000	0.94		17.75	23.625	11.25	71	0.75	0.75	3 or 4	3 or 4	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Indoor-160,000-BTU-ATI-240H-N/"
OASMITH	ATI-240H-P	external	Power Direct Vent	0.5	6.6	6.6	160000	0.94		17.75	23.625	11.25	71	0.75	0.75	3 or 4	3 or 4	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Indoor-160,000-BTU-ATI-240H-P/"
OASMITH	ATI-340H-N	recirc pump	Power Direct Vent	0.5	8	7.6	180000	0.95		17.75	23.625	11.25	71	0.75	0.75	3 or 4	3 or 4	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Indoor-180,000-BTU-ATI-340H-N/"
OASMITH	ATI-340H-P	external	Power Direct Vent	0.5	8	7.6	180000	0.95		17.75	23.625	11.25	71	0.75	0.75	3 or 4	3 or 4	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Indoor-180,000-BTU-ATI-340H-P/"
OASMITH	ATI-540H-N	recirc pump	Power Direct Vent	0.5	10	8.5	199000	0.93		17.75	23.625	11.25	71	0.75	0.75	3 or 4	3 or 4	120V / 1PH/ 60 HZ	unknown	https://www.hotwater.com/water-heaters/residential/tankless-water-heaters/??f=&s=0&v=350&p=1&st=400
OASMITH	ATI-540H-P	external	Power Direct Vent	0.5	10	8.5	199000	0.93		17.75	23.625	11.25	71	0.75	0.75	3 or 4	3 or 4	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Indoor-199,000-BTU-ATI-540H-P/"
OASMITH	ATO-240H-N	recirc pump	Standard	0.5	6.6	6.6	160000	0.95		17.75	23.625	11.25	69	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Outdoor-160,000-BTU-ATO-240H-N/"
OASMITH	ATO-240H-P	recirc pump	Standard	0.5	6.6	6.6	160000	0.95		17.75	23.625	11.25	69	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Outdoor-160,000-BTU-ATO-240H-P/"
OASMITH	ATO-340H-N	external	Standard	0.5	8	7.6	180000	0.94		17.75	23.625	11.25	69	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Outdoor-180,000-BTU-ATO-340H-N/"
OASMITH	ATO-340H-P	recirc pump	Standard	0.5	8	7.6	180000	0.94		17.75	23.625	11.25	69	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Outdoor-180,000-BTU-ATO-340H-P/"
OASMITH	ATO-540H-N 	external	Standard	0.5	10	8.5	199000	0.95		17.75	23.625	11.25	69	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Outdoor-199,000-BTU-ATO-540H-N/"
OASMITH	ATO-540H-P	recirc pump	Standard	0.5	10	8.5	199000	0.95		17.75	23.625	11.25	69	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Outdoor-199,000-BTU-ATO-540H-P/"
OASMITH	ATI-540P-N	external	Power Direct Vent	0.5	10	7.5	199000	0.93		17.75	23.625	11.25	71	0.75	0.75	3 or 4	3 or 4	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Indoor-199,000-BTU-ATI-540P-N/"
OASMITH	ATI-540P-P	recirc pump	Power Direct Vent	0.5	10	7.5	199000	0.93		17.75	23.625	11.25	71	0.75	0.75	3 or 4	3 or 4	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Indoor-199,000-BTU-ATI-540P-P/"
OASMITH	ATO-540P-N	external	Standard	0.5	10	7.5	199000	0.95		17.75	23.625	11.25	69	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Outdoor-199,000-BTU-ATO-540P-N/"
OASMITH	ATO-540P-P	recirc pump	Standard	0.5	10	7.5	199000	0.95		17.75	23.625	11.25	69	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Ultra-Low-NOx-Outdoor-199,000-BTU-ATO-540P-P/"
OASMITH	ATI-110U 200	external	Direct Vent	0.5	6.6	5.2	140000	0.81		13.75	20.5	13.75	39	0.75	0.75	3	3	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Non-Condensing-Ultra-Low-NOx-Indoor-140,000-BTU-ATI-110U/"
OASMITH	ATI-310U 200	recirc pump	Direct Vent	0.5	8	7	190000	0.81		13.75	20.5	13.75	39	0.75	0.75	3	3	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Non-Condensing-Ultra-Low-NOx-Indoor-190,000-BTU-ATI-310U/"
OASMITH	ATI-510U 200	external	Direct Vent	0.5	10	7.5	199000	0.81		13.75	20.5	13.75	40	0.75	0.75	3	3	120V / 1PH/ 60 HZ	unknown	https://www.hotwater.com/water-heaters/residential/tankless-water-heaters/??f=&s=0&v=350&p=1&st=400
OASMITH	ATO-110U 200	recirc pump	Standard	0.5	6.6	5.2	140000	0.81		13.75	20.5	13.75	39	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Non-Condensing-Ultra-Low-NOx-Outdoor-140,000-BTU-ATO-110U/"
OASMITH	ATO-310U 200	external	Standard	0.5	8	7	190000	0.81		13.75	20.5	13.75	39	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Non-Condensing-Ultra-Low-NOx-Outdoor-190,000-BTU-ATO-310U/"
OASMITH	ATO-510U 200	recirc pump	Standard	0.5	10	7.5	199000	0.81		13.75	20.5	13.75	40	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Non-Condensing-Ultra-Low-NOx-Outdoor-199,000-BTU-ATO-510U/"
OASMITH	ATIO-910-N	external	Power Vent	0.5	14.5	13.3	380000		0.8	24.875	25.25	12.75	113	1	1	5	5	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Non-Condensing-Indoor/Outdoor-380,000-BTU-ATIO-910-N/"
OASMITH	ATIO-910-P	recirc pump	Power Vent	0.5	14.5	13.3	380000		0.82	24.875	25.25	12.75	113	1	1	5	5	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Non-Condensing-Indoor/Outdoor-380,000-BTU-ATIO-910-P/"
OASMITH	ATIO-910-AN	external	Power Vent	0.5	14.5	13.3	380000		0.8	24.875	25.25	12.75	113	1	1	5	5	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Non-Condensing-Indoor/Outdoor-380,000-BTU-ATIO-910-AN/"
OASMITH	ATIO-910-AP	recirc pump	Power Vent	0.5	14.5	13.3	380000		0.82	24.875	25.25	12.75	113	1	1	5	5	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Non-Condensing-Indoor/Outdoor-380,000-BTU-ATIO-910-AP/"
OASMITH	ATI-140H-N	external	Power Direct Vent	0.5	6.6	5	120000	0.9		13.875	22.875	10.8125	113	0.75	0.5	3 or 4	3 or 4	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Indoor-120,000-BTU-Natural-ATI-140H-N/"
OASMITH	ATI-140H-P	recirc pump	Power Direct Vent	0.5	6.6	5	120000	0.9		13.875	22.875	10.8125	113	0.75	0.5	3 or 4	3 or 4	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Indoor-120,000-BTU-Propane-ATI-140H-P/"
OASMITH	ATO-140H-N	external	Power Direct Vent	0.5	6.6	5	120000	0.91		13.875	22.875	10.8125	113	0.75	0.5	N/A	N/A	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Outdoor-120,000-BTU-Natural-ATO-140H-N/"
OASMITH	ATO-140H-P	recirc pump	Power Direct Vent	0.5	6.6	5	120000	0.91		13.875	22.875	10.8125	113	0.75	0.5	N/A	N/A	120V / 1PH/ 60 HZ	unknown	"https://www.hotwater.com/Water-Heaters/Residential/Gas/ProLine/XE/Tankless/Tankless-Water-Heater-Condensing-Outdoor-120,000-BTU-Propane-ATO-140H-P/"
NAVIEN	NPE-150S	recirc pump	Direct Vent	0.5	6.8	5.3	120000	0.96		17.3	27.4	13.2	55	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	200	https://www.navieninc.com/products/npe-150s
NAVIEN	NPE-180A	external	Direct Vent	0.5	8.4	6.5	150000	0.96		17.3	27.4	13.2	75	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	200	https://www.navieninc.com/products/npe-180a
NAVIEN	NPE-180S	recirc pump	Direct Vent	0.5	8.4	6.5	150000	0.97		17.3	27.4	13.2	67	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	200	https://www.navieninc.com/products/npe-180s
NAVIEN	NPE-210A	external	Direct Vent	0.5	10.1	7.8	180000	0.96		17.3	27.4	13.2	82	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	200	https://www.navieninc.com/products/npe-210a
NAVIEN	NPE-210S	recirc pump	Direct Vent	0.5	10.1	7.8	180000	0.97		17.3	27.4	13.2	75	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	200	https://www.navieninc.com/products/npe-210s
NAVIEN	NPE-240A	external	Direct Vent	0.5	11.2	8.7	199900	0.96		17.3	27.4	13.2	82	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	200	https://www.navieninc.com/products/npe-240a
NAVIEN	NPE-240S	recirc pump	Direct Vent	0.5	11.2	8.7	199900	0.97		17.3	27.4	13.2	75	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	200	https://www.navieninc.com/products/npe-240s
NAVIEN	NPN-160U	external	Concentric	0.5	5.8	5.8	160000	0.81		14	23	9.3	55	0.75	0.75	5	3	120V / 1PH/ 60 HZ	90	https://www.navieninc.com/products/npn-160u
NAVIEN	NPN-180U	recirc pump	Concentric	0.5	6.6	6.6	180000	0.81		14	23	9.3	60	0.75	0.75	5	3	120V / 1PH/ 60 HZ	88	https://www.navieninc.com/products/npn-180u
NAVIEN	NPN-199U	external	Concentric	0.5	7.4	7.4	199900	0.81		14	23	9.3	60	0.75	0.75	5	3	120V / 1PH/ 60 HZ	120	https://www.navieninc.com/products/npn-199u
NAVIEN	NPN-160E	recirc pump	No Venting	0.5	5.8	5.9	160000	0.81		14	23	9.3	55	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	90	https://www.navieninc.com/products/npn-160e
